Number of Models: 10
Test Accuracies: [89.48058761804828, 77.5183630640084, 81.71563483735572, 82.0828961175236, 88.45750262329486, 87.1196222455404, 77.88562434417628, 77.20356768100734, 77.25603357817418, 75.7607555089192]
Mean Accuracy: 81.44805876180483
Standard Deviation: 5.189334319018197
Total Time: 0:37:27.124908



########## Model 1 ##########

Test Accuracy: 89.48058761804828


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|      87 |     0.257619 |          0.265051 |         0.899031 |              0.895995 |
|      88 |     0.262128 |          0.259119 |         0.891276 |              0.901163 |
|      89 |     0.265747 |          0.262677 |         0.888368 |              0.898579 |
|      90 |     0.25971  |          0.264662 |         0.903231 |              0.910207 |
|      91 |     0.257646 |          0.257326 |         0.890145 |              0.895349 |
|      92 |     0.264893 |          0.263683 |         0.895638 |              0.892765 |
|      93 |     0.29204  |          0.284346 |         0.887722 |              0.886305 |
|      94 |     0.272289 |          0.258101 |         0.893861 |              0.900517 |
|      95 |     0.267315 |          0.267132 |         0.898384 |              0.899225 |
|      96 |     0.258839 |          0.268256 |         0.898708 |              0.905685 |
|      97 |     0.263364 |          0.25501  |         0.896769 |              0.899225 |
|      98 |     0.262301 |          0.265518 |         0.896931 |              0.903101 |
|      99 |     0.259694 |          0.283246 |         0.888045 |              0.877261 |
|     100 |     0.263123 |          0.261643 |         0.896769 |              0.897933 |

########## Model 2 ##########

Test Accuracy: 77.5183630640084


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|---------|--------------|-------------------|------------------|-----------------------|
|       1 |     1.4963   |          0.849551 |         0.636834 |              0.642119 |
|       2 |     0.821379 |          0.783941 |         0.673021 |              0.677649 |
|       3 |     0.79863  |          0.766396 |         0.671244 |              0.675065 |
|       4 |     0.789809 |          0.767266 |         0.673667 |              0.683463 |
|       5 |     0.782359 |          0.759288 |         0.670275 |              0.682817 |
|       6 |     0.777463 |          0.754645 |         0.692569 |              0.693152 |
|       7 |     0.745112 |          0.703459 |         0.715186 |              0.72416  |
|       8 |     0.714018 |          0.68517  |         0.735864 |              0.735788 |
|       9 |     0.708545 |          0.693154 |         0.720032 |              0.716408 |
|      10 |     0.740983 |          0.747832 |         0.694184 |              0.684109 |
|      11 |     0.73164  |          0.710553 |         0.714055 |              0.722222 |
|      12 |     0.717902 |          0.751702 |         0.69273  |              0.687339 |
|      13 |     0.703783 |          0.693231 |         0.73021  |              0.733204 |
|      14 |     0.734472 |          0.71338  |         0.707431 |              0.71124  |
|      15 |     0.707631 |          0.717952 |         0.702423 |              0.696382 |
|      16 |     0.663854 |          0.601636 |         0.772859 |              0.781654 |
|      17 |     0.606019 |          0.597349 |         0.777706 |              0.77584  |
|      18 |     0.599468 |          0.621423 |         0.77496  |              0.768734 |
|      19 |     0.621415 |          0.615356 |         0.763005 |              0.76292  |
|      20 |     0.599147 |          0.57093  |         0.776737 |              0.783592 |
|      21 |     0.596833 |          0.709386 |         0.730372 |              0.725452 |
|      22 |     0.616898 |          0.603577 |         0.76769  |              0.770026 |
|      23 |     0.59866  |          0.596047 |         0.768982 |              0.773902 |
|      24 |     0.587524 |          0.573312 |         0.774798 |              0.781654 |
|      25 |     0.57928  |          0.578614 |         0.773344 |              0.77907  |
|      26 |     0.576081 |          0.565009 |         0.784976 |              0.782946 |
|      27 |     0.595981 |          0.577071 |         0.769628 |              0.775194 |
|      28 |     0.580551 |          0.576395 |         0.769628 |              0.773256 |
|      29 |     0.579664 |          0.56325  |         0.772536 |              0.78553  |
|      30 |     0.588304 |          0.56613  |         0.783199 |              0.790698 |
|      31 |     0.574929 |          0.572301 |         0.775929 |              0.777778 |
|      32 |     0.576573 |          0.565589 |         0.776252 |              0.786176 |
|      33 |     0.570757 |          0.558119 |         0.781906 |              0.79199  |
|      34 |     0.573768 |          0.565304 |         0.778675 |              0.783592 |
|      35 |     0.578118 |          0.564808 |         0.780291 |              0.784238 |
|      36 |     0.58335  |          0.579946 |         0.778837 |              0.781654 |
|      37 |     0.584675 |          0.58297  |         0.77706  |              0.771964 |
|      38 |     0.597872 |          0.594073 |         0.772698 |              0.776486 |
|      39 |     0.575767 |          0.558365 |         0.783522 |              0.79199  |
|      40 |     0.648589 |          0.602603 |         0.771244 |              0.766796 |
|      41 |     0.606016 |          0.573163 |         0.780291 |              0.781654 |
|      42 |     0.57492  |          0.572291 |         0.785137 |              0.790052 |
|      43 |     0.570165 |          0.566702 |         0.777221 |              0.777132 |
|      44 |     0.567585 |          0.576423 |         0.782553 |              0.777778 |
|      45 |     0.571872 |          0.562523 |         0.784491 |              0.788114 |
|      46 |     0.573549 |          0.569629 |         0.77399  |              0.786822 |
|      47 |     0.570684 |          0.572004 |         0.785784 |              0.79199  |
|      48 |     0.568461 |          0.590647 |         0.777383 |              0.781008 |
|      49 |     0.568909 |          0.562776 |         0.78546  |              0.786822 |
|      50 |     0.567569 |          0.57347  |         0.778998 |              0.788114 |
|      51 |     0.572072 |          0.572559 |         0.774152 |              0.771318 |
|      52 |     0.588019 |          0.769636 |         0.727141 |              0.74354  |
|      53 |     0.590167 |          0.576768 |         0.783037 |              0.790052 |
|      54 |     0.590925 |          0.589439 |         0.767367 |              0.771318 |
|      55 |     0.598496 |          0.604797 |         0.773344 |              0.77584  |
|      56 |     0.581536 |          0.562571 |         0.780291 |              0.782946 |
|      57 |     0.569781 |          0.564929 |         0.768498 |              0.776486 |
|      58 |     0.57105  |          0.579192 |         0.77916  |              0.783592 |
|      59 |     0.569285 |          0.569155 |         0.778998 |              0.791344 |
|      60 |     0.577901 |          0.565294 |         0.775444 |              0.787468 |
|      61 |     0.568884 |          0.572718 |         0.785622 |              0.792636 |
|      62 |     0.573755 |          0.576928 |         0.774637 |              0.781008 |
|      63 |     0.567289 |          0.569002 |         0.778029 |              0.786176 |
|      64 |     0.570077 |          0.567766 |         0.775121 |              0.784238 |
|      65 |     0.56923  |          0.567646 |         0.776252 |              0.77907  |
|      66 |     0.57488  |          0.568519 |         0.778029 |              0.786822 |
|      67 |     0.567161 |          0.569981 |         0.773183 |              0.78553  |
|      68 |     0.571517 |          0.578146 |         0.784653 |              0.781008 |
|      69 |     0.571862 |          0.569334 |         0.78126  |              0.777778 |
|      70 |     0.571609 |          0.579276 |         0.772375 |              0.774548 |
|      71 |     0.607985 |          0.628043 |         0.760258 |              0.759044 |
|      72 |     0.57768  |          0.575699 |         0.779806 |              0.776486 |
|      73 |     0.573607 |          0.567926 |         0.778514 |              0.786176 |
|      74 |     0.572876 |          0.558945 |         0.786591 |              0.787468 |
|      75 |     0.567424 |          0.571675 |         0.78433  |              0.781008 |
|      76 |     0.570103 |          0.563461 |         0.786591 |              0.789406 |
|      77 |     0.578902 |          0.564665 |         0.778675 |              0.784238 |
|      78 |     0.572035 |          0.565957 |         0.777383 |              0.787468 |
|      79 |     0.571593 |          0.559299 |         0.777706 |              0.78876  |
|      80 |     0.568664 |          0.575942 |         0.778837 |              0.775194 |
|      81 |     0.570717 |          0.570238 |         0.785299 |              0.781654 |
|      82 |     0.570536 |          0.574573 |         0.773021 |              0.782946 |
|      83 |     0.567587 |          0.574473 |         0.781906 |              0.784884 |
|      84 |     0.577994 |          0.567237 |         0.786914 |              0.78876  |
|      85 |     0.566699 |          0.570892 |         0.779968 |              0.791344 |
|      86 |     0.571037 |          0.571122 |         0.784653 |              0.781008 |
|      87 |     0.568473 |          0.567694 |         0.778191 |              0.784238 |
|      88 |     0.568774 |          0.600753 |         0.76042  |              0.76615  |
|      89 |     0.592853 |          0.566824 |         0.782391 |              0.792636 |
|      90 |     0.566816 |          0.567084 |         0.784814 |              0.778424 |
|      91 |     0.566363 |          0.572777 |         0.78126  |              0.783592 |
|      92 |     0.56979  |          0.578059 |         0.786914 |              0.791344 |
|      93 |     0.566618 |          0.575685 |         0.779806 |              0.782946 |
|      94 |     0.569631 |          0.562843 |         0.78643  |              0.786176 |
|      95 |     0.566196 |          0.575577 |         0.782876 |              0.777132 |
|      96 |     0.590416 |          0.567059 |         0.771082 |              0.777778 |
|      97 |     0.569302 |          0.562904 |         0.781906 |              0.788114 |
|      98 |     0.567617 |          0.563868 |         0.779968 |              0.78553  |
|      99 |     0.569026 |          0.589138 |         0.774798 |              0.775194 |
|     100 |     0.573335 |          0.578469 |         0.78336  |              0.782946 |

########## Model 3 ##########

Test Accuracy: 81.71563483735572


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|---------|--------------|-------------------|------------------|-----------------------|
|       1 |     1.56752  |          0.846796 |         0.64378  |              0.643411 |
|       2 |     0.766345 |          0.69224  |         0.688207 |              0.693152 |
|       3 |     0.713779 |          0.69016  |         0.70517  |              0.709302 |
|       4 |     0.701348 |          0.670038 |         0.708078 |              0.71124  |
|       5 |     0.700128 |          0.693904 |         0.686914 |              0.689922 |
|       6 |     0.689063 |          0.667248 |         0.709532 |              0.710594 |
|       7 |     0.676786 |          0.629714 |         0.732149 |              0.741602 |
|       8 |     0.603071 |          0.551935 |         0.788045 |              0.782946 |
|       9 |     0.56603  |          0.524175 |         0.794184 |              0.796512 |
|      10 |     0.556443 |          0.501378 |         0.798061 |              0.80491  |
|      11 |     0.50927  |          0.48833  |         0.799192 |              0.810724 |
|      12 |     0.503036 |          0.484956 |         0.812924 |              0.819121 |
|      13 |     0.49516  |          0.490253 |         0.814378 |              0.81137  |
|      14 |     0.491792 |          0.471368 |         0.811955 |              0.817829 |
|      15 |     0.494395 |          0.48236  |         0.80517  |              0.814599 |
|      16 |     0.485185 |          0.474692 |         0.811793 |              0.813953 |
|      17 |     0.495117 |          0.472539 |         0.812439 |              0.810078 |
|      18 |     0.485323 |          0.484721 |         0.814378 |              0.818475 |
|      19 |     0.536514 |          0.503358 |         0.801939 |              0.803618 |
|      20 |     0.495262 |          0.476429 |         0.808724 |              0.808786 |
|      21 |     0.489894 |          0.473456 |         0.80937  |              0.815245 |
|      22 |     0.487948 |          0.489154 |         0.808724 |              0.80491  |
|      23 |     0.483564 |          0.492621 |         0.803231 |              0.809432 |
|      24 |     0.498725 |          0.470367 |         0.815832 |              0.825581 |
|      25 |     0.482403 |          0.473387 |         0.811632 |              0.817829 |
|      26 |     0.483296 |          0.47393  |         0.809047 |              0.809432 |
|      27 |     0.49782  |          0.475606 |         0.81454  |              0.826227 |
|      28 |     0.483248 |          0.474669 |         0.809855 |              0.817183 |
|      29 |     0.483781 |          0.47797  |         0.809047 |              0.80814  |
|      30 |     0.484223 |          0.469266 |         0.819709 |              0.828811 |
|      31 |     0.489959 |          0.475914 |         0.819386 |              0.817829 |
|      32 |     0.494198 |          0.470878 |         0.814055 |              0.822351 |
|      33 |     0.48057  |          0.520844 |         0.7937   |              0.799742 |
|      34 |     0.489964 |          0.483976 |         0.814378 |              0.815245 |
|      35 |     0.481354 |          0.4708   |         0.820032 |              0.822351 |
|      36 |     0.479416 |          0.480405 |         0.81567  |              0.815891 |
