Number of Models: 10
Test Accuracies: [82.8370084110025, 83.24619231643555, 82.08683791770856, 82.63241645828597, 82.76881109343033, 82.88247328938395, 82.8370084110025, 82.90520572857467, 82.90520572857467, 83.22345987724484]
Mean Accuracy: 82.83246192316436
Standard Deviation: 0.32269745245237236
Total Time: 0:24:01.588318



########## Model 1 ##########

Test Accuracy: 82.8370084110025


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|       8 |     1.25191  |          1.24467  |         0.583368 |              0.590146 |
|       9 |     1.24746  |          1.21965  |         0.584068 |              0.589026 |
|      10 |     1.23774  |          1.22233  |         0.585608 |              0.591825 |
|      11 |     1.2359   |          1.22978  |         0.585328 |              0.589586 |
|      12 |     1.23427  |          1.22225  |         0.581268 |              0.584546 |
|      13 |     1.22555  |          1.21978  |         0.584768 |              0.589586 |
|      14 |     1.22456  |          1.20214  |         0.587988 |              0.591825 |
|      15 |     0.924197 |          0.59183  |         0.820804 |              0.826988 |
|      16 |     0.563495 |          0.552463 |         0.824584 |              0.833147 |
|      17 |     0.554424 |          0.5431   |         0.822064 |              0.834267 |
|      18 |     0.553501 |          0.53738  |         0.826263 |              0.834826 |
|      19 |     0.544755 |          0.53455  |         0.826683 |              0.837626 |
|      20 |     0.540694 |          0.547321 |         0.827243 |              0.831467 |
|      21 |     0.542044 |          0.537561 |         0.827943 |              0.840426 |
|      22 |     0.536478 |          0.546584 |         0.823884 |              0.830907 |
|      23 |     0.539408 |          0.532167 |         0.828783 |              0.835386 |
|      24 |     0.535241 |          0.533456 |         0.828923 |              0.835946 |
|      25 |     0.530204 |          0.528051 |         0.829063 |              0.840985 |
|      26 |     0.533676 |          0.523658 |         0.829343 |              0.837626 |
|      27 |     0.535688 |          0.528282 |         0.830603 |              0.840985 |
|      28 |     0.531462 |          0.541503 |         0.829483 |              0.838186 |
|      29 |     0.529847 |          0.546111 |         0.827103 |              0.835946 |
|      30 |     0.528314 |          0.536134 |         0.828923 |              0.839306 |
|      31 |     0.527738 |          0.536375 |         0.830743 |              0.838746 |
|      32 |     0.526324 |          0.539071 |         0.828923 |              0.835946 |
|      33 |     0.52665  |          0.539239 |         0.830043 |              0.839306 |
|      34 |     0.524938 |          0.539365 |         0.830603 |              0.837626 |
|      35 |     0.522633 |          0.546246 |         0.826263 |              0.835946 |
|      36 |     0.529213 |          0.534832 |         0.830463 |              0.840985 |
|      37 |     0.530829 |          0.535006 |         0.827943 |              0.838186 |
|      38 |     0.527445 |          0.539945 |         0.829763 |              0.840985 |
|      39 |     0.524949 |          0.542993 |         0.830463 |              0.839866 |
|      40 |     0.521575 |          0.531344 |         0.831723 |              0.840985 |
|      41 |     0.527069 |          0.534225 |         0.831723 |              0.842105 |
|      42 |     0.525113 |          0.523163 |         0.832423 |              0.842665 |
|      43 |     0.522292 |          0.534088 |         0.831723 |              0.841545 |
|      44 |     0.524819 |          0.53319  |         0.829623 |              0.836506 |
|      45 |     0.529492 |          0.528384 |         0.831163 |              0.838746 |
|      46 |     0.523619 |          0.530986 |         0.832423 |              0.842105 |
|      47 |     0.524531 |          0.539126 |         0.832423 |              0.839866 |
|      48 |     0.516255 |          0.530073 |         0.832423 |              0.842665 |
|      49 |     0.522518 |          0.528463 |         0.831023 |              0.840426 |
|      50 |     0.520662 |          0.529557 |         0.831863 |              0.838746 |
|      51 |     0.518955 |          0.542674 |         0.831163 |              0.838746 |
|      52 |     0.523268 |          0.525172 |         0.832843 |              0.842105 |
|      53 |     0.521294 |          0.534914 |         0.831863 |              0.839866 |
|      54 |     0.517014 |          0.539327 |         0.828363 |              0.838186 |
|      55 |     0.516622 |          0.526625 |         0.832143 |              0.839866 |
|      56 |     0.519651 |          0.5299   |         0.832703 |              0.840426 |
|      57 |     0.51576  |          0.537722 |         0.832983 |              0.839866 |
|      58 |     0.514739 |          0.537694 |         0.832003 |              0.836506 |
|      59 |     0.516319 |          0.529024 |         0.831863 |              0.838746 |
|      60 |     0.516316 |          0.529941 |         0.828223 |              0.837066 |
|      61 |     0.523797 |          0.524786 |         0.832003 |              0.839306 |
|      62 |     0.516337 |          0.521304 |         0.833123 |              0.842665 |
|      63 |     0.518218 |          0.532584 |         0.832563 |              0.842105 |
|      64 |     0.514366 |          0.532373 |         0.832143 |              0.838746 |
|      65 |     0.516143 |          0.525632 |         0.831863 |              0.840985 |
|      66 |     0.519697 |          0.529447 |         0.832003 |              0.842105 |
|      67 |     0.516808 |          0.53668  |         0.832423 |              0.839306 |
|      68 |     0.511685 |          0.537554 |         0.831863 |              0.840985 |
|      69 |     0.519367 |          0.534041 |         0.832843 |              0.842665 |
|      70 |     0.511577 |          0.536815 |         0.830883 |              0.837066 |
|      71 |     0.514318 |          0.533177 |         0.833543 |              0.841545 |
|      72 |     0.517373 |          0.540755 |         0.831163 |              0.835946 |
|      73 |     0.513672 |          0.559384 |         0.825283 |              0.830347 |
|      74 |     0.514775 |          0.533566 |         0.833403 |              0.840426 |
|      75 |     0.511059 |          0.538989 |         0.831163 |              0.837626 |
