Model,Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Test Accuracy
1,1,1.6631700938082108,0.8980286164326942,0.7370852582948341,0.7648376259798432,
1,2,0.7898780806113346,0.6917760140593721,0.7677446451070978,0.7883538633818589,
1,3,0.6801880372653316,0.6240548355653427,0.7961640767184657,0.8073908174692049,
1,4,0.6284626272108189,0.6077544179250572,0.7936441271174577,0.8073908174692049,
1,5,0.6168048198873926,0.5907777417665424,0.8096038079238416,0.8213885778275476,
1,6,0.6096433410290348,0.5815778376973857,0.8125437491250175,0.8241881298992161,
1,7,0.5960015585402214,0.5758494446963995,0.8080638387232255,0.8225083986562151,
1,8,0.5943598266670593,0.5669101370270425,0.8129637407251855,0.8247480403135499,
1,9,0.5805537887665325,0.564520050907379,0.8136637267254655,0.8286674132138858,
1,10,0.578280847583932,0.564496274083737,0.8191236175276494,0.8331466965285554,
1,11,0.5741051296477517,0.5625024100023278,0.8194036119277615,0.832026875699888,
1,12,0.5690591261011052,0.559489260031234,0.8227635447291054,0.8325867861142218,
1,13,0.560568968590665,0.5632524035011827,0.8215035699286014,0.832026875699888,
1,14,0.5617090209958019,0.5497934756937096,0.8250034999300014,0.832026875699888,
1,15,0.5547964067580565,0.558124296720652,0.8241635167296654,0.832026875699888,
1,16,0.5522300882777914,0.5574239158329195,0.8279434411311773,0.8342665173572228,
1,17,0.5503986048378772,0.5570877890389526,0.8266834663306734,0.832026875699888,
1,18,0.5497864174721683,0.547769698117678,0.8250034999300014,0.8331466965285554,
1,19,0.5442763452336072,0.5536290160493841,0.8285034299314014,0.8353863381858903,
1,20,0.5454860571230892,0.5486158540163839,0.8278034439311214,0.832026875699888,
1,21,0.5420623579719233,0.5436235590314527,0.8261234775304493,0.8353863381858903,
1,22,0.5477978113591395,0.5481665234275459,0.8280834383312333,0.8314669652855543,
1,23,0.5405941632103688,0.542514358110246,0.8289234215315694,0.8370660694288914,
1,24,0.5406002233261149,0.5558813184985151,0.8272434551308974,0.8348264277715566,
1,25,0.5330207790147148,0.5594530293533903,0.8303233935321294,0.8348264277715566,
1,26,0.534683995675123,0.5445083683622055,0.8293434131317373,0.8342665173572228,
1,27,0.5360872630764468,0.585225912810359,0.8059638807223856,0.8152295632698768,
1,28,0.5494535097013981,0.5478650424330216,0.8293434131317373,0.8331466965285554,
1,29,0.5344397995849268,0.5444282792834331,0.8294834103317934,0.8353863381858903,
1,30,0.5331791898286741,0.5405065867300516,0.8297634047319054,0.8381858902575587,
1,31,0.5314364928638838,0.5384114256157073,0.8307433851322974,0.8387458006718925,
1,32,0.5305407916201123,0.5473620802930692,0.8300433991320174,0.8393057110862262,
1,33,0.5334098975436412,0.5348924588787878,0.8303233935321294,0.8353863381858903,
1,34,0.5278093049772605,0.5394198896896926,0.8299034019319613,0.8337066069428891,
1,35,0.5285255327279913,0.5384505287755663,0.8307433851322974,0.8370660694288914,
1,36,0.524405343553444,0.5403477099509465,0.8294834103317934,0.8359462486002239,
1,37,0.5261211333952557,0.5405617586902186,0.8303233935321294,0.8365061590145577,
1,38,0.5259134668788519,0.5533298395350738,0.8311633767324653,0.8359462486002239,
1,39,0.527122303752589,0.5427413477857899,0.8314433711325774,0.8365061590145577,
1,40,0.5254560013308995,0.5437992044786885,0.8297634047319054,0.8353863381858903,
1,41,0.5287101347578778,0.5430899409778743,0.8311633767324653,0.8342665173572228,
1,42,0.5253786914708651,0.5400829621568717,0.8314433711325774,0.8370660694288914,
1,43,0.5230515297558285,0.5317375404686142,0.8292034159316813,0.8370660694288914,
1,44,0.5218787778063304,0.5416522744316213,0.8310233795324093,0.8353863381858903,
1,45,0.5227176125462826,0.5456019666823503,0.8328433431331373,0.8393057110862262,
1,46,0.5199259772365064,0.5384329913463561,0.8328433431331373,0.8376259798432251,
1,47,0.5191065735329337,0.5493276920946385,0.8318633627327453,0.8365061590145577,
1,48,0.5206403370022349,0.5412430800840392,0.8311633767324653,0.8381858902575587,
1,49,0.5226727888292483,0.5445838724571419,0.8314433711325774,0.8381858902575587,
1,50,0.5214643915415005,0.5353563561980881,0.8307433851322974,0.8337066069428891,
1,51,0.5195628015109297,0.5485648399924655,0.8321433571328574,0.8348264277715566,
1,52,0.5261451758601073,0.542820703201899,0.8293434131317373,0.8337066069428891,
1,53,0.5206241911826146,0.5481568123943873,0.8327033459330814,0.8365061590145577,
1,54,0.5221577355678843,0.5350615425831275,0.8334033319333614,0.8404255319148937,
1,55,0.5181879467649353,0.5426976706315215,0.8311633767324653,0.8376259798432251,
1,56,0.5187121795080579,0.5479924397856685,0.8322833543329133,0.8353863381858903,
1,57,0.5197783885399423,0.5355777581824711,0.8325633487330253,0.8381858902575587,
1,58,0.518449072929133,0.5384062266292363,0.8327033459330814,0.8370660694288914,
